x,y,z
7.8919,1.0577,1.1339
7.87,1.1387,1.1608
7.847,1.2197,1.188
7.8229,1.3006,1.2155
7.7978,1.3814,1.2433
7.7715,1.4622,1.2714
7.7442,1.5428,1.2997
7.7158,1.6233,1.3283
7.6863,1.7037,1.357
7.6556,1.784,1.386
7.6239,1.8641,1.4151
7.5912,1.9441,1.4443
7.5573,2.0239,1.4736
7.5223,2.1035,1.503
7.4862,2.1829,1.5324
7.4491,2.2622,1.5618
7.4108,2.3412,1.5911
7.3715,2.42,1.6203
7.3311,2.4985,1.6494
7.2896,2.5768,1.6783
7.2471,2.6549,1.707
7.2035,2.7327,1.7354
7.1588,2.8102,1.7635
7.113,2.8874,1.7912
7.0663,2.9643,1.8185
7.0184,3.0409,1.8454
6.9696,3.1171,1.8717
6.9197,3.1931,1.8974
6.8688,3.2686,1.9226
6.8169,3.3439,1.9471
6.764,3.4187,1.9708
6.7101,3.4932,1.9938
6.6552,3.5673,2.0159
6.5994,3.641,2.0372
6.5426,3.7143,2.0575
6.4849,3.7871,2.0768
6.4262,3.8595,2.0951
6.3667,3.9315,2.1123
6.3062,4.003,2.1284
6.2449,4.0741,2.1433
6.1827,4.1447,2.157
6.1197,4.2148,2.1694
6.0559,4.2845,2.1805
5.9912,4.3536,2.1903
5.9258,4.4222,2.1987
5.8596,4.4903,2.2056
5.7926,4.5579,2.2112
5.7249,4.6249,2.2152
5.6565,4.6914,2.2178
5.5874,4.7574,2.2188
5.5177,4.8228,2.2183
5.4473,4.8876,2.2162
5.3762,4.9518,2.2126
5.3046,5.0155,2.2075
5.2324,5.0786,2.2008
5.1596,5.141,2.1925
5.0862,5.2029,2.1826
5.0124,5.2642,2.1712
4.938,5.3248,2.1583
4.8632,5.3849,2.1438
4.7879,5.4443,2.1279
4.7122,5.503,2.1105
4.636,5.5612,2.0916
4.5595,5.6187,2.0714
4.4826,5.6755,2.0498
4.4054,5.7317,2.0268
4.3278,5.7872,2.0026
4.2499,5.842,1.9771
4.1717,5.8962,1.9504
4.0932,5.9497,1.9226
4.0145,6.0026,1.8937
3.9355,6.0547,1.8638
3.8564,6.1062,1.8329
3.777,6.157,1.8011
3.6974,6.207,1.7685
3.6176,6.2564,1.7351
3.5377,6.3051,1.7009
3.4577,6.3531,1.6662
3.3775,6.4004,1.6308
3.2971,6.447,1.5949
3.2167,6.4928,1.5586
3.1362,6.538,1.5219
3.0556,6.5824,1.4849
2.9749,6.6261,1.4476
2.8942,6.6691,1.4102
2.8134,6.7114,1.3726
2.7326,6.753,1.335
2.6517,6.7938,1.2974
2.5708,6.8339,1.2598
2.4898,6.8733,1.2224
2.4089,6.9119,1.1852
2.3279,6.9498,1.1481
2.2469,6.987,1.1114
2.166,7.0235,1.0751
2.085,7.0592,1.0391
2.004,7.0941,1.0035
1.923,7.1284,0.96841
1.842,7.1619,0.93383
1.7611,7.1946,0.89981
1.6801,7.2266,0.86636
1.5992,7.2579,0.83354
1.5183,7.2884,0.80135
1.4374,7.3181,0.76984
1.3565,7.3471,0.73903
1.2757,7.3754,0.70893
1.1948,7.4029,0.67956
1.114,7.4297,0.65095
1.0332,7.4557,0.6231
0.9524,7.4809,0.59602
0.87163,7.5054,0.56972
0.79088,7.5291,0.54421
0.71014,7.5521,0.5195
0.62943,7.5743,0.49557
0.54873,7.5957,0.47245
0.46805,7.6164,0.45011
0.38738,7.6363,0.42856
0.30673,7.6555,0.40779
0.2261,7.6738,0.3878
0.14548,7.6914,0.36857
0.064884,7.7083,0.3501
-0.0157,7.7244,0.33237
-0.096267,7.7396,0.31537
-0.17682,7.7542,0.29909
-0.25735,7.7679,0.28352
-0.33786,7.7809,0.26863
-0.41836,7.793,0.25441
-0.49883,7.8044,0.24084
-0.57929,7.8151,0.22791
-0.65972,7.8249,0.2156
-0.74012,7.834,0.20389
-0.8205,7.8422,0.19276
-0.90085,7.8497,0.18219
-0.98117,7.8564,0.17216
-1.0615,7.8623,0.16266
-1.1417,7.8674,0.15366
-1.2219,7.8717,0.14515
-1.3021,7.8752,0.1371
-1.3822,7.878,0.1295
-1.4623,7.8799,0.12233
-1.5423,7.881,0.11557
-1.6223,7.8814,0.1092
-1.7022,7.8809,0.1032
-1.782,7.8797,0.097564
-1.8618,7.8776,0.092264
-1.9415,7.8747,0.087287
-2.0211,7.8711,0.082617
-2.1006,7.8666,0.078238
-2.1801,7.8613,0.074135
-2.2594,7.8553,0.070293
-2.3387,7.8484,0.066698
-2.4179,7.8407,0.063337
-2.4969,7.8322,0.060195
-2.5758,7.8229,0.057261
-2.6546,7.8128,0.054522
-2.7333,7.8018,0.051967
-2.8118,7.7901,0.049584
-2.8902,7.7776,0.047364
-2.9685,7.7642,0.045295
-3.0466,7.7501,0.043369
-3.1245,7.7351,0.041576
-3.2023,7.7193,0.039907
-3.2799,7.7028,0.038354
-3.3573,7.6854,0.03691
-3.4345,7.6672,0.035567
-3.5115,7.6481,0.034318
-3.5884,7.6283,0.033157
-3.665,7.6077,0.032077
-3.7414,7.5863,0.031073
-3.8175,7.564,0.030139
-3.8935,7.541,0.029271
-3.9692,7.5171,0.028463
-4.0446,7.4925,0.027711
-4.1198,7.467,0.02701
-4.1948,7.4407,0.026358
-4.2695,7.4137,0.02575
-4.3438,7.3858,0.025183
-4.418,7.3571,0.024653
-4.4918,7.3277,0.024159
-4.5653,7.2974,0.023697
-4.6385,7.2664,0.023264
-4.7114,7.2345,0.022859
-4.784,7.2019,0.022479
-4.8562,7.1684,0.022122
-4.9281,7.1342,0.021787
-4.9997,7.0992,0.021472
-5.0709,7.0634,0.021174
-5.1417,7.0268,0.020894
-5.2122,6.9894,0.020628
-5.2823,6.9513,0.020377
-5.352,6.9124,0.020139
-5.4214,6.8727,0.019914
-5.4903,6.8322,0.019699
-5.5588,6.791,0.019495
-5.6269,6.749,0.0193
-5.6946,6.7062,0.019114
-5.7618,6.6627,0.018936
-5.8287,6.6184,0.018765
-5.895,6.5733,0.018602
-5.9609,6.5275,0.018445
-6.0264,6.481,0.018294
-6.0914,6.4337,0.018149
-6.1559,6.3856,0.018009
-6.22,6.3368,0.017874
-6.2835,6.2873,0.017743
-6.3465,6.237,0.017617
-6.4091,6.186,0.017495
-6.4711,6.1343,0.017376
-6.5326,6.0819,0.017261
-6.5936,6.0287,0.01715
-6.6541,5.9748,0.017042
-6.714,5.9203,0.016936
-6.7734,5.865,0.016834
-6.8322,5.809,0.016734
-6.8905,5.7522,0.016637
-6.9482,5.6948,0.016542
-7.0053,5.6368,0.01645
-7.0618,5.578,0.01636
-7.1177,5.5185,0.016272
-7.1731,5.4584,0.016186
-7.2278,5.3976,0.016103
-7.282,5.3361,0.016021
-7.3355,5.2739,0.015941
-7.3884,5.2111,0.015863
-7.4407,5.1477,0.015787
-7.4923,5.0835,0.015712
-7.5433,5.0188,0.01564
-7.5936,4.9534,0.015568
-7.6433,4.8874,0.015499
-7.6924,4.8207,0.015431
-7.7407,4.7534,0.015364
-7.7884,4.6855,0.015299
-7.8354,4.617,0.015236
-7.8817,4.5479,0.015173
-7.9274,4.4782,0.015113
-7.9723,4.4079,0.015053
-8.0165,4.3369,0.014995
-8.06,4.2655,0.014938
-8.1028,4.1934,0.014883
-8.1449,4.1207,0.014828
-8.1863,4.0475,0.014775
-8.2269,3.9738,0.014724
-8.2668,3.8994,0.014673
-8.3059,3.8246,0.014624
-8.3443,3.7492,0.014576
-8.382,3.6732,0.014529
-8.4188,3.5968,0.014483
-8.455,3.5198,0.014438
-8.4903,3.4422,0.014394
-8.5249,3.3642,0.014352
-8.5586,3.2857,0.01431
-8.5916,3.2067,0.01427
-8.6239,3.1272,0.01423
-8.6553,3.0472,0.014192
-8.6859,2.9667,0.014155
-8.7157,2.8858,0.014118
-8.7447,2.8044,0.014083
-8.7729,2.7226,0.014049
-8.8002,2.6403,0.014016
-8.8268,2.5576,0.013983
-8.8525,2.4744,0.013952
-8.8774,2.3909,0.013922
-8.9014,2.3069,0.013892
-8.9246,2.2225,0.013864
-8.947,2.1377,0.013836
-8.9685,2.0525,0.01381
-8.9892,1.9669,0.013784
-9.009,1.8809,0.013759
-9.0279,1.7946,0.013735
-9.046,1.7079,0.013712
-9.0632,1.6209,0.01369
-9.0796,1.5335,0.013669
-9.0951,1.4458,0.013649
-9.1097,1.3577,0.01363
-9.1234,1.2693,0.013611
-9.1362,1.1806,0.013593
-9.1481,1.0916,0.013577
-9.1592,1.0023,0.013561
-9.1693,0.91273,0.013546
-9.1786,0.82286,0.013532
-9.187,0.73272,0.013518
-9.1944,0.64232,0.013506
-9.201,0.55166,0.013494
-9.2066,0.46075,0.013483
-9.2114,0.36961,0.013474
-9.2152,0.27823,0.013464
-9.2181,0.18664,0.013456
-9.2201,0.09483,0.013449
-9.2212,0.0028183,0.013442
-9.2214,-0.089388,0.013436
-9.2206,-0.18178,0.013432
-9.2189,-0.27435,0.013427
-9.2163,-0.36709,0.013424
-9.2128,-0.45999,0.013422
-9.2083,-0.55303,0.01342
-9.2029,-0.64622,0.01342
-9.1966,-0.73955,0.01342
-9.1893,-0.83299,0.013421
-9.1811,-0.92655,0.013422
-9.172,-1.0202,0.013425
-9.1619,-1.114,0.013428
-9.1509,-1.2078,0.013433
-9.139,-1.3017,0.013438
-9.1261,-1.3957,0.013444
-9.1123,-1.4898,0.013451
-9.0975,-1.5839,0.013458
-9.0818,-1.678,0.013467
-9.0652,-1.7722,0.013476
-9.0476,-1.8664,0.013486
-9.0291,-1.9606,0.013497
-9.0096,-2.0548,0.013509
-8.9892,-2.149,0.013522
-8.9678,-2.2432,0.013536
-8.9455,-2.3374,0.01355
-8.9223,-2.4315,0.013566
-8.8981,-2.5256,0.013582
-8.873,-2.6196,0.0136
-8.8469,-2.7136,0.013618
-8.8199,-2.8075,0.013637
-8.792,-2.9013,0.013657
-8.7631,-2.995,0.013678
-8.7333,-3.0887,0.013699
-8.7025,-3.1822,0.013722
-8.6709,-3.2756,0.013746
-8.6382,-3.3688,0.01377
-8.6047,-3.4619,0.013796
-8.5702,-3.5549,0.013822
-8.5348,-3.6477,0.01385
-8.4985,-3.7404,0.013878
-8.4612,-3.8328,0.013908
-8.423,-3.9251,0.013938
-8.3839,-4.0172,0.01397
-8.3439,-4.1091,0.014002
-8.3029,-4.2007,0.014036
-8.261,-4.2922,0.01407
-8.2183,-4.3833,0.014106
-8.1746,-4.4743,0.014143
-8.13,-4.565,0.014181
-8.0845,-4.6554,0.014219
-8.0381,-4.7456,0.014259
-7.9907,-4.8354,0.0143
-7.9425,-4.925,0.014343
-7.8934,-5.0143,0.014386
-7.8434,-5.1033,0.01443
-7.7925,-5.1919,0.014476
-7.7408,-5.2802,0.014523
-7.6881,-5.3682,0.014571
-7.6346,-5.4558,0.01462
-7.5802,-5.5431,0.014671
-7.5249,-5.6299,0.014722
-7.4687,-5.7165,0.014775
-7.4117,-5.8026,0.01483
-7.3538,-5.8883,0.014885
-7.2951,-5.9736,0.014942
-7.2355,-6.0585,0.015
-7.1751,-6.143,0.01506
-7.1138,-6.227,0.015121
-7.0517,-6.3106,0.015183
-6.9887,-6.3937,0.015247
-6.9249,-6.4764,0.015313
-6.8603,-6.5586,0.015379
-6.7949,-6.6403,0.015448
-6.7286,-6.7216,0.015518
-6.6616,-6.8023,0.015589
-6.5937,-6.8825,0.015662
-6.525,-6.9622,0.015736
-6.4556,-7.0414,0.015813
-6.3853,-7.12,0.015891
-6.3143,-7.1981,0.01597
-6.2425,-7.2757,0.016051
-6.1699,-7.3526,0.016134
-6.0965,-7.4291,0.016219
-6.0224,-7.5049,0.016306
-5.9475,-7.5801,0.016395
-5.8718,-7.6547,0.016485
-5.7955,-7.7288,0.016577
-5.7183,-7.8022,0.016672
-5.6405,-7.875,0.016768
-5.5619,-7.9471,0.016867
-5.4826,-8.0186,0.016967
-5.4026,-8.0895,0.01707
-5.3219,-8.1597,0.017175
-5.2404,-8.2292,0.017282
-5.1583,-8.2981,0.017391
-5.0755,-8.3663,0.017503
-4.992,-8.4338,0.017617
-4.9079,-8.5006,0.017733
-4.823,-8.5666,0.017852
-4.7375,-8.632,0.017973
-4.6514,-8.6966,0.018097
-4.5646,-8.7606,0.018224
-4.4772,-8.8237,0.018353
-4.3891,-8.8861,0.018486
-4.3005,-8.9478,0.018621
-4.2112,-9.0087,0.018758
-4.1213,-9.0688,0.018899
-4.0308,-9.1282,0.019043
-3.9397,-9.1867,0.01919
-3.848,-9.2445,0.01934
-3.7558,-9.3015,0.019494
-3.6629,-9.3576,0.01965
-3.5696,-9.413,0.01981
-3.4756,-9.4675,0.019974
-3.3811,-9.5212,0.020141
-3.2861,-9.5741,0.020312
-3.1906,-9.6261,0.020487
-3.0945,-9.6772,0.020666
-2.998,-9.7275,0.020848
-2.9009,-9.777,0.021035
-2.8034,-9.8255,0.021226
-2.7053,-9.8732,0.021421
-2.6068,-9.92,0.02162
-2.5078,-9.9659,0.021824
-2.4084,-10.011,0.022033
-2.3085,-10.055,0.022246
-2.2081,-10.098,0.022465
-2.1074,-10.141,0.022688
-2.0062,-10.182,0.022917
-1.9046,-10.222,0.023151
-1.8026,-10.262,0.02339
-1.7002,-10.3,0.023635
-1.5975,-10.338,0.023886
-1.4943,-10.375,0.024143
-1.3908,-10.41,0.024406
-1.287,-10.445,0.024676
-1.1828,-10.479,0.024952
-1.0782,-10.512,0.025234
-0.97337,-10.543,0.025524
-0.8682,-10.574,0.025821
-0.76271,-10.604,0.026125
-0.65693,-10.633,0.026436
-0.55087,-10.661,0.026756
-0.44453,-10.688,0.027083
-0.33793,-10.713,0.027419
-0.23107,-10.738,0.027764
-0.12396,-10.762,0.028117
-0.016626,-10.785,0.028479
0.090936,-10.806,0.028851
0.19871,-10.827,0.029233
0.30669,-10.847,0.029625
0.41486,-10.865,0.030027
0.52322,-10.883,0.03044
0.63174,-10.9,0.030864
0.74043,-10.915,0.0313
0.84927,-10.929,0.031748
0.95824,-10.943,0.032208
1.0673,-10.955,0.03268
1.1766,-10.966,0.033166
1.2859,-10.977,0.033666
1.3953,-10.986,0.03418
1.5048,-10.994,0.034709
1.6144,-11.001,0.035253
1.7241,-11.006,0.035812
1.8338,-11.011,0.036389
1.9435,-11.015,0.036982
2.0533,-11.017,0.037593
2.1631,-11.019,0.038222
2.2729,-11.019,0.03887
2.3827,-11.019,0.039538
2.4925,-11.017,0.040226
2.6023,-11.014,0.040936
2.712,-11.01,0.041668
2.8217,-11.005,0.042423
2.9313,-10.999,0.043202
3.0409,-10.991,0.044006
3.1504,-10.983,0.044835
3.2597,-10.973,0.045692
3.369,-10.963,0.046577
3.4782,-10.951,0.047492
3.5872,-10.938,0.048436
3.6961,-10.924,0.049413
3.8049,-10.909,0.050423
3.9134,-10.893,0.051467
4.0219,-10.875,0.052548
4.1301,-10.857,0.053666
4.2381,-10.837,0.054823
4.3459,-10.817,0.056022
4.4536,-10.795,0.057263
4.5609,-10.772,0.05855
4.6681,-10.748,0.059883
4.7749,-10.723,0.061265
4.8816,-10.696,0.062698
4.9879,-10.669,0.064185
5.0939,-10.64,0.065728
5.1997,-10.611,0.06733
5.3051,-10.58,0.068993
5.4102,-10.548,0.07072
5.515,-10.515,0.072515
5.6194,-10.481,0.074381
5.7235,-10.446,0.076321
5.8272,-10.409,0.078339
5.9305,-10.372,0.080439
6.0334,-10.333,0.082624
6.1359,-10.294,0.0849
6.238,-10.253,0.08727
6.3397,-10.211,0.089739
6.4409,-10.168,0.092313
6.5416,-10.124,0.094997
6.6419,-10.079,0.097797
6.7417,-10.033,0.10072
6.8411,-9.9852,0.10377
6.9399,-9.9368,0.10695
7.0382,-9.8872,0.11028
7.1359,-9.8366,0.11375
7.2332,-9.7849,0.11739
7.3298,-9.7322,0.12119
7.4259,-9.6783,0.12516
7.5215,-9.6234,0.12932
7.6164,-9.5675,0.13368
7.7108,-9.5104,0.13824
7.8045,-9.4524,0.14302
7.8976,-9.3932,0.14803
7.99,-9.333,0.15328
8.0818,-9.2718,0.15879
8.173,-9.2095,0.16457
8.2634,-9.1462,0.17064
8.3532,-9.0819,0.17702
8.4422,-9.0165,0.18371
8.5305,-8.9501,0.19075
8.6181,-8.8827,0.19815
8.705,-8.8143,0.20593
8.7911,-8.7449,0.21412
8.8764,-8.6745,0.22274
8.9609,-8.603,0.23182
9.0446,-8.5306,0.24137
9.1275,-8.4572,0.25145
9.2095,-8.3829,0.26207
9.2908,-8.3076,0.27326
9.3711,-8.2313,0.28508
9.4506,-8.154,0.29754
9.5291,-8.0758,0.3107
9.6068,-7.9967,0.3246
9.6835,-7.9166,0.33928
9.7593,-7.8356,0.35479
9.8341,-7.7537,0.3712
9.9079,-7.6708,0.38854
9.9807,-7.5871,0.40689
10.053,-7.5025,0.42631
10.123,-7.417,0.44686
10.193,-7.3306,0.46863
10.262,-7.2433,0.49169
10.329,-7.1552,0.51611
10.396,-7.0662,0.54201
10.461,-6.9764,0.56946
10.525,-6.8857,0.59857
10.588,-6.7942,0.62945
10.649,-6.7019,0.66221
10.71,-6.6088,0.69699
10.769,-6.515,0.7339
10.827,-6.4203,0.77311
10.883,-6.3249,0.81474
10.938,-6.2287,0.85897
10.992,-6.1318,0.90596
11.044,-6.0341,0.95591
11.095,-5.9357,1.009
11.144,-5.8367,1.0654
11.192,-5.7369,1.1254
11.238,-5.6365,1.1892
11.283,-5.5353,1.2571
11.325,-5.4336,1.3293
11.366,-5.3312,1.4061
11.406,-5.2282,1.4877
11.443,-5.1246,1.5746
11.479,-5.0204,1.667
11.512,-4.9157,1.7654
11.544,-4.8104,1.87
11.573,-4.7046,1.9813
11.6,-4.5983,2.0996
11.625,-4.4914,2.2255
11.648,-4.3842,2.3594
11.668,-4.2765,2.5017
11.686,-4.1683,2.653
11.701,-4.0598,2.8138
11.713,-3.9509,2.9847
11.723,-3.8417,3.1661
11.73,-3.7321,3.3588
11.734,-3.6223,3.5634
11.734,-3.5122,3.7804
11.732,-3.4019,4.0105
11.725,-3.2914,4.2544
11.716,-3.1807,4.5127
11.702,-3.0699,4.7862
11.685,-2.959,5.0755
11.664,-2.8481,5.3813
11.639,-2.7372,5.7042
11.609,-2.6262,6.045
11.575,-2.5154,6.4042
11.536,-2.4047,6.7824
11.492,-2.2941,7.1803
11.443,-2.1838,7.5982
11.389,-2.0737,8.0366
11.33,-1.964,8.4958
11.264,-1.8546,8.9761
11.193,-1.7457,9.4775
11.116,-1.6372,10
11.032,-1.5294,10.544
10.942,-1.4221,11.108
10.845,-1.3155,11.692
10.741,-1.2097,12.296
10.631,-1.1047,12.918
10.512,-1.0006,13.557
10.387,-0.89749,14.211
10.254,-0.79541,14.879
10.113,-0.69447,15.559
9.9643,-0.59473,16.247
9.8077,-0.49627,16.942
9.6433,-0.39919,17.64
9.4709,-0.30355,18.338
9.2905,-0.20945,19.031
9.1023,-0.11697,19.716
8.9063,-0.026177,20.389
8.7027,0.062834,21.045
8.4916,0.14999,21.679
8.2733,0.2352,22.286
8.0481,0.31841,22.861
7.8163,0.39952,23.4
7.5783,0.47849,23.898
7.3346,0.55523,24.348
7.0855,0.62968,24.748
6.8317,0.7018,25.093
6.5738,0.77152,25.379
6.3123,0.8388,25.603
6.0479,0.9036,25.762
5.7812,0.96588,25.853
5.513,1.0256,25.876
5.244,1.0828,25.83
4.9749,1.1374,25.714
4.7063,1.1894,25.53
4.4392,1.2389,25.278
4.174,1.2858,24.961
3.9115,1.3301,24.582
3.6524,1.3718,24.145
3.3972,1.4111,23.652
3.1466,1.4479,23.11
2.901,1.4823,22.522
2.661,1.5142,21.893
2.4269,1.5439,21.23
2.1992,1.5712,20.537
1.9781,1.5964,19.82
1.7639,1.6193,19.084
1.5569,1.6402,18.335
1.3571,1.6591,17.578
1.1648,1.676,16.816
0.97983,1.691,16.056
0.80237,1.7041,15.3
0.63233,1.7156,14.552
0.46965,1.7253,13.817
0.31423,1.7335,13.096
0.16593,1.7401,12.393
0.024599,1.7452,11.709
-0.10994,1.749,11.047
-0.2379,1.7514,10.407
-0.35948,1.7525,9.7908
-0.47491,1.7524,9.1995
-0.58443,1.7511,8.6335
-0.68828,1.7488,8.0929
-0.78669,1.7454,7.5779
-0.87993,1.741,7.0883
-0.96822,1.7357,6.6239
-1.0518,1.7295,6.1842
-1.131,1.7224,5.7687
-1.2059,1.7146,5.3766
-1.2768,1.706,5.0073
-1.3439,1.6966,4.66
-1.4075,1.6866,4.3337
-1.4677,1.6759,4.0277
-1.5247,1.6645,3.741
-1.5788,1.6526,3.4727
-1.63,1.6401,3.222
-1.6786,1.6271,2.9878
-1.7248,1.6136,2.7693
-1.7686,1.5996,2.5657
-1.8103,1.5851,2.3761
-1.8499,1.5701,2.1996
-1.8876,1.5548,2.0356
-1.9235,1.539,1.8831
-1.9577,1.5229,1.7416
-1.9904,1.5063,1.6102
-2.0215,1.4894,1.4884
-2.0513,1.4722,1.3754
-2.0798,1.4546,1.2708
-2.107,1.4367,1.174
-2.1331,1.4185,1.0843
-2.1582,1.4,1.0014
-2.1822,1.3813,0.92469
-2.2052,1.3622,0.8538
-2.2274,1.3429,0.78831
-2.2487,1.3233,0.72781
-2.2692,1.3034,0.67196
-2.289,1.2834,0.62041
-2.308,1.263,0.57285
-2.3264,1.2425,0.52897
-2.3441,1.2217,0.48852
-2.3612,1.2007,0.45122
-2.3777,1.1795,0.41685
-2.3937,1.1581,0.38517
-2.4091,1.1365,0.356
-2.424,1.1146,0.32913
-2.4385,1.0926,0.30439
-2.4524,1.0704,0.28162
-2.466,1.048,0.26066
-2.479,1.0255,0.24138
-2.4917,1.0027,0.22363
-2.504,0.97983,0.20731
-2.5158,0.95675,0.19231
-2.5273,0.93351,0.17851
-2.5385,0.9101,0.16582
-2.5492,0.88654,0.15416
-2.5596,0.86282,0.14344
-2.5697,0.83895,0.13359
-2.5794,0.81493,0.12455
-2.5888,0.79076,0.11623
-2.5979,0.76646,0.1086
-2.6066,0.74201,0.10159
-2.6151,0.71743,0.09515
-2.6232,0.69271,0.089238
-2.631,0.66787,0.083811
-2.6385,0.64289,0.078829
-2.6457,0.61779,0.074255
-2.6527,0.59257,0.070058
-2.6593,0.56723,0.066207
-2.6656,0.54177,0.062672
-2.6717,0.5162,0.059429
-2.6774,0.49051,0.056454
-2.6829,0.46472,0.053725
-2.6881,0.43882,0.051221
-2.693,0.41282,0.048924
-2.6976,0.38671,0.046818
-2.7019,0.36051,0.044887
-2.706,0.33421,0.043115
-2.7098,0.30782,0.041491
-2.7133,0.28134,0.040002
-2.7165,0.25477,0.038636
-2.7194,0.22812,0.037384
-2.7221,0.20138,0.036237
-2.7244,0.17456,0.035185
-2.7265,0.14766,0.034221
-2.7283,0.12069,0.033337
-2.7299,0.093653,0.032527
-2.7312,0.066541,0.031785
-2.7321,0.039363,0.031106
-2.7328,0.01212,0.030483
-2.7333,-0.015184,0.029912
-2.7334,-0.042547,0.02939
-2.7333,-0.069966,0.028911
-2.7329,-0.097439,0.028473
-2.7322,-0.12496,0.028072
-2.7312,-0.15253,0.027705
-2.73,-0.18015,0.027369
-2.7284,-0.20781,0.027062
-2.7266,-0.23551,0.026781
-2.7245,-0.26325,0.026524
-2.7222,-0.29102,0.02629
-2.7195,-0.31882,0.026075
-2.7166,-0.34666,0.02588
-2.7134,-0.37452,0.025702
-2.7099,-0.4024,0.025539
-2.7061,-0.4303,0.025392
-2.7021,-0.45823,0.025257
-2.6978,-0.48616,0.025135
-2.6931,-0.51411,0.025024
-2.6883,-0.54207,0.024924
-2.6831,-0.57004,0.024833
-2.6776,-0.59801,0.024751
-2.6719,-0.62598,0.024678
-2.6659,-0.65395,0.024612
-2.6596,-0.68192,0.024553
-2.653,-0.70988,0.0245
-2.6462,-0.73783,0.024454
-2.639,-0.76577,0.024413
-2.6316,-0.79369,0.024377
-2.6239,-0.82159,0.024346
-2.616,-0.84947,0.02432
-2.6077,-0.87733,0.024297
-2.5992,-0.90516,0.024279
-2.5904,-0.93297,0.024264
-2.5813,-0.96074,0.024252
-2.5719,-0.98847,0.024244
-2.5623,-1.0162,0.024238
-2.5523,-1.0438,0.024236
-2.5422,-1.0714,0.024236
-2.5317,-1.099,0.024238
-2.5209,-1.1265,0.024243
-2.5099,-1.154,0.02425
-2.4986,-1.1814,0.024259
-2.487,-1.2087,0.02427
-2.4752,-1.236,0.024283
-2.4631,-1.2632,0.024298
-2.4507,-1.2904,0.024314
-2.438,-1.3175,0.024333
-2.4251,-1.3445,0.024352
-2.4119,-1.3714,0.024374
-2.3984,-1.3983,0.024397
-2.3847,-1.4251,0.024421
-2.3707,-1.4518,0.024447
-2.3564,-1.4784,0.024474
-2.3419,-1.5049,0.024502
-2.3271,-1.5313,0.024531
-2.312,-1.5577,0.024562
-2.2967,-1.5839,0.024594
-2.2811,-1.61,0.024628
-2.2652,-1.6361,0.024662
-2.2491,-1.662,0.024698
-2.2327,-1.6878,0.024734
-2.2161,-1.7135,0.024772
-2.1992,-1.7391,0.024811
-2.1821,-1.7646,0.024851
-2.1647,-1.7899,0.024893
-2.147,-1.8152,0.024935
-2.1291,-1.8403,0.024978
-2.111,-1.8652,0.025023
-2.0926,-1.8901,0.025068
-2.0739,-1.9148,0.025115
-2.055,-1.9393,0.025162
-2.0359,-1.9638,0.025211
-2.0165,-1.9881,0.025261
-1.9969,-2.0122,0.025311
-1.977,-2.0362,0.025363
-1.9569,-2.06,0.025416
-1.9365,-2.0837,0.02547
-1.916,-2.1073,0.025525
-1.8951,-2.1306,0.025581
-1.8741,-2.1538,0.025638
-1.8528,-2.1769,0.025696
-1.8313,-2.1998,0.025755
-1.8096,-2.2225,0.025816
-1.7876,-2.245,0.025877
-1.7654,-2.2674,0.02594
-1.743,-2.2896,0.026003
-1.7203,-2.3116,0.026068
-1.6975,-2.3334,0.026133
-1.6744,-2.3551,0.0262
-1.6511,-2.3765,0.026268
-1.6276,-2.3978,0.026337
-1.6039,-2.4188,0.026407
-1.58,-2.4397,0.026478
-1.5559,-2.4604,0.026551
-1.5315,-2.4809,0.026624
-1.507,-2.5012,0.026699
-1.4822,-2.5212,0.026775
-1.4573,-2.5411,0.026852
-1.4321,-2.5607,0.02693
-1.4068,-2.5802,0.027009
-1.3813,-2.5994,0.02709
-1.3555,-2.6184,0.027171
-1.3296,-2.6372,0.027254
-1.3035,-2.6558,0.027338
-1.2773,-2.6741,0.027424
-1.2508,-2.6923,0.02751
-1.2241,-2.7102,0.027598
-1.1973,-2.7278,0.027687
-1.1703,-2.7452,0.027778
-1.1431,-2.7624,0.027869
-1.1158,-2.7794,0.027962
-1.0883,-2.7961,0.028056
-1.0606,-2.8126,0.028152
-1.0328,-2.8288,0.028248
-1.0047,-2.8448,0.028347
-0.97658,-2.8605,0.028446
-0.94826,-2.876,0.028547
-0.91978,-2.8913,0.028649
-0.89116,-2.9062,0.028752
-0.86238,-2.921,0.028857
-0.83346,-2.9354,0.028964
-0.8044,-2.9496,0.029071
-0.77519,-2.9636,0.02918
-0.74585,-2.9773,0.029291
-0.71637,-2.9907,0.029403
-0.68676,-3.0038,0.029516
-0.65701,-3.0167,0.029631
-0.62714,-3.0293,0.029747
-0.59715,-3.0416,0.029865
-0.56703,-3.0537,0.029985
-0.53679,-3.0655,0.030105
-0.50644,-3.077,0.030228
-0.47597,-3.0882,0.030352
-0.44539,-3.0991,0.030477
-0.41471,-3.1098,0.030604
-0.38392,-3.1201,0.030733
-0.35302,-3.1302,0.030863
-0.32203,-3.14,0.030995
-0.29094,-3.1495,0.031128
-0.25975,-3.1587,0.031264
-0.22848,-3.1676,0.0314
-0.19712,-3.1762,0.031539
-0.16567,-3.1846,0.031679
-0.13414,-3.1926,0.031821
-0.10253,-3.2003,0.031964
-0.07085,-3.2077,0.03211
-0.039094,-3.2149,0.032257
