x,y,z
-3.8502,3.0463,0.026358
-3.8809,3.0139,0.025841
-3.9113,2.9811,0.025365
-3.9414,2.9479,0.024927
-3.9711,2.9144,0.024524
-4.0005,2.8805,0.024152
-4.0296,2.8463,0.023809
-4.0583,2.8117,0.023493
-4.0866,2.7767,0.0232
-4.1146,2.7414,0.02293
-4.1423,2.7057,0.022679
-4.1696,2.6697,0.022447
-4.1965,2.6334,0.022232
-4.223,2.5967,0.022032
-4.2492,2.5596,0.021845
-4.275,2.5223,0.021672
-4.3005,2.4846,0.02151
-4.3255,2.4465,0.021359
-4.3502,2.4082,0.021218
-4.3745,2.3695,0.021085
-4.3984,2.3305,0.020961
-4.4219,2.2912,0.020844
-4.445,2.2515,0.020734
-4.4678,2.2116,0.020631
-4.4901,2.1713,0.020533
-4.512,2.1308,0.020441
-4.5335,2.0899,0.020353
-4.5546,2.0487,0.020271
-4.5753,2.0073,0.020192
-4.5956,1.9656,0.020117
-4.6154,1.9235,0.020046
-4.6349,1.8812,0.019978
-4.6539,1.8386,0.019913
-4.6725,1.7958,0.019852
-4.6906,1.7526,0.019792
-4.7084,1.7092,0.019736
-4.7256,1.6656,0.019682
-4.7425,1.6217,0.01963
-4.7589,1.5775,0.01958
-4.7749,1.533,0.019532
-4.7904,1.4884,0.019486
-4.8055,1.4434,0.019442
-4.8201,1.3983,0.019399
-4.8343,1.3529,0.019359
-4.848,1.3072,0.019319
-4.8613,1.2613,0.019282
-4.8741,1.2153,0.019245
-4.8864,1.1689,0.01921
-4.8983,1.1224,0.019176
-4.9097,1.0757,0.019144
-4.9207,1.0287,0.019113
-4.9312,0.98159,0.019083
-4.9412,0.93424,0.019054
-4.9507,0.8867,0.019027
-4.9598,0.83896,0.019
-4.9683,0.79104,0.018975
-4.9764,0.74294,0.018951
-4.9841,0.69467,0.018927
-4.9912,0.64621,0.018905
-4.9978,0.59759,0.018884
-5.004,0.54881,0.018864
-5.0097,0.49987,0.018845
-5.0149,0.45077,0.018826
-5.0196,0.40152,0.018809
-5.0238,0.35213,0.018793
-5.0275,0.3026,0.018778
-5.0307,0.25293,0.018763
-5.0334,0.20313,0.01875
-5.0356,0.1532,0.018737
-5.0373,0.10315,0.018726
-5.0386,0.052983,0.018715
-5.0393,0.0027036,0.018705
-5.0395,-0.047684,0.018697
-5.0392,-0.098174,0.018689
-5.0384,-0.14876,0.018682
-5.0371,-0.19944,0.018676
-5.0353,-0.25021,0.01867
-5.033,-0.30107,0.018666
-5.0302,-0.352,0.018663
-5.0268,-0.40301,0.01866
-5.023,-0.45408,0.018658
-5.0186,-0.50522,0.018658
-5.0138,-0.55641,0.018658
-5.0084,-0.60766,0.018659
-5.0025,-0.65896,0.018661
-4.9961,-0.71031,0.018664
-4.9892,-0.76169,0.018667
-4.9817,-0.8131,0.018672
-4.9738,-0.86455,0.018677
-4.9653,-0.91601,0.018684
-4.9564,-0.9675,0.018691
-4.9469,-1.019,0.018699
-4.9369,-1.0705,0.018708
-4.9264,-1.122,0.018718
-4.9153,-1.1735,0.018729
-4.9038,-1.225,0.018741
-4.8917,-1.2765,0.018754
-4.8791,-1.328,0.018768
-4.866,-1.3794,0.018782
-4.8524,-1.4308,0.018798
-4.8383,-1.4822,0.018814
-4.8237,-1.5336,0.018831
-4.8085,-1.5849,0.01885
-4.7929,-1.6361,0.018869
-4.7767,-1.6873,0.018889
-4.76,-1.7385,0.01891
-4.7428,-1.7896,0.018932
-4.7251,-1.8406,0.018955
-4.7069,-1.8915,0.018979
-4.6882,-1.9424,0.019004
-4.6689,-1.9931,0.01903
-4.6492,-2.0438,0.019056
-4.629,-2.0944,0.019084
-4.6082,-2.1449,0.019113
-4.5869,-2.1952,0.019143
-4.5652,-2.2455,0.019174
-4.5429,-2.2956,0.019205
-4.5202,-2.3456,0.019238
-4.4969,-2.3955,0.019272
-4.4731,-2.4453,0.019307
-4.4489,-2.4949,0.019343
-4.4241,-2.5444,0.01938
-4.3989,-2.5937,0.019418
-4.3731,-2.6429,0.019457
-4.3469,-2.6919,0.019497
-4.3202,-2.7408,0.019538
-4.293,-2.7895,0.01958
-4.2653,-2.838,0.019624
-4.2371,-2.8863,0.019668
-4.2084,-2.9344,0.019714
-4.1793,-2.9824,0.01976
-4.1496,-3.0302,0.019808
-4.1195,-3.0777,0.019857
-4.0889,-3.1251,0.019907
-4.0579,-3.1722,0.019959
-4.0264,-3.2191,0.020011
-3.9944,-3.2658,0.020065
-3.9619,-3.3123,0.02012
-3.929,-3.3585,0.020176
-3.8956,-3.4045,0.020233
-3.8618,-3.4503,0.020291
-3.8275,-3.4958,0.020351
-3.7927,-3.5411,0.020412
-3.7575,-3.5861,0.020475
-3.7219,-3.6309,0.020538
-3.6858,-3.6753,0.020603
-3.6492,-3.7195,0.020669
-3.6122,-3.7635,0.020737
-3.5748,-3.8071,0.020806
-3.5369,-3.8505,0.020876
-3.4986,-3.8936,0.020948
-3.4599,-3.9363,0.021021
-3.4208,-3.9788,0.021095
-3.3812,-4.021,0.021171
-3.3412,-4.0628,0.021249
-3.3008,-4.1044,0.021328
-3.2599,-4.1456,0.021408
-3.2187,-4.1865,0.02149
-3.177,-4.227,0.021573
-3.135,-4.2672,0.021658
-3.0925,-4.3071,0.021745
-3.0497,-4.3467,0.021833
-3.0064,-4.3859,0.021922
-2.9628,-4.4247,0.022014
-2.9188,-4.4632,0.022107
-2.8744,-4.5013,0.022201
-2.8296,-4.539,0.022298
-2.7844,-4.5764,0.022396
-2.7389,-4.6134,0.022496
-2.6929,-4.65,0.022597
-2.6467,-4.6863,0.022701
-2.6,-4.7221,0.022806
-2.553,-4.7575,0.022913
-2.5057,-4.7926,0.023022
-2.458,-4.8272,0.023133
-2.41,-4.8615,0.023246
-2.3616,-4.8953,0.023361
-2.3129,-4.9287,0.023477
-2.2638,-4.9617,0.023596
-2.2144,-4.9942,0.023717
-2.1647,-5.0264,0.02384
-2.1147,-5.0581,0.023965
-2.0644,-5.0893,0.024092
-2.0137,-5.1202,0.024222
-1.9627,-5.1505,0.024353
-1.9115,-5.1805,0.024487
-1.8599,-5.2099,0.024623
-1.8081,-5.239,0.024762
-1.7559,-5.2675,0.024903
-1.7035,-5.2956,0.025046
-1.6508,-5.3232,0.025192
-1.5978,-5.3504,0.02534
-1.5446,-5.3771,0.025491
-1.491,-5.4033,0.025644
-1.4373,-5.429,0.0258
-1.3832,-5.4542,0.025958
-1.329,-5.479,0.02612
-1.2744,-5.5032,0.026284
-1.2197,-5.527,0.026451
-1.1647,-5.5502,0.02662
-1.1094,-5.5729,0.026793
-1.054,-5.5952,0.026969
-0.99827,-5.6169,0.027147
-0.94238,-5.6381,0.027329
-0.88627,-5.6588,0.027513
-0.82995,-5.679,0.027701
-0.77344,-5.6987,0.027892
-0.71673,-5.7178,0.028087
-0.65984,-5.7364,0.028285
-0.60275,-5.7545,0.028486
-0.54549,-5.772,0.02869
-0.48806,-5.789,0.028898
-0.43046,-5.8055,0.02911
-0.3727,-5.8214,0.029326
-0.31478,-5.8368,0.029545
-0.2567,-5.8516,0.029768
-0.19849,-5.8659,0.029995
-0.14013,-5.8796,0.030225
-0.081634,-5.8927,0.03046
-0.023011,-5.9053,0.030699
0.035735,-5.9174,0.030942
0.094599,-5.9288,0.031189
0.15358,-5.9398,0.031441
0.21266,-5.9501,0.031697
0.27184,-5.9599,0.031958
0.33112,-5.9691,0.032223
0.39049,-5.9777,0.032493
0.44994,-5.9858,0.032768
0.50947,-5.9932,0.033048
0.56907,-6.0001,0.033332
0.62874,-6.0064,0.033622
0.68847,-6.0122,0.033917
0.74825,-6.0173,0.034217
0.80808,-6.0218,0.034523
0.86796,-6.0258,0.034834
0.92787,-6.0292,0.035151
0.98781,-6.032,0.035473
1.0478,-6.0341,0.035802
1.1078,-6.0357,0.036136
1.1678,-6.0367,0.036477
1.2278,-6.0371,0.036824
1.2878,-6.0369,0.037177
1.3478,-6.0361,0.037536
1.4077,-6.0347,0.037903
1.4677,-6.0327,0.038276
1.5277,-6.0301,0.038656
1.5876,-6.0269,0.039043
1.6474,-6.0231,0.039437
1.7073,-6.0186,0.039839
1.7671,-6.0136,0.040249
1.8268,-6.0079,0.040666
1.8865,-6.0017,0.041091
1.9461,-5.9948,0.041524
2.0056,-5.9874,0.041965
2.0651,-5.9793,0.042414
2.1244,-5.9706,0.042873
2.1837,-5.9613,0.04334
2.2429,-5.9514,0.043816
2.302,-5.9408,0.044301
2.3609,-5.9297,0.044796
2.4198,-5.918,0.0453
2.4785,-5.9056,0.045814
2.5371,-5.8926,0.046338
2.5956,-5.879,0.046872
2.6539,-5.8648,0.047417
2.7121,-5.85,0.047973
2.7701,-5.8346,0.04854
2.8279,-5.8186,0.049117
2.8856,-5.8019,0.049707
2.9432,-5.7847,0.050308
3.0005,-5.7668,0.050921
3.0577,-5.7483,0.051546
3.1146,-5.7293,0.052184
3.1714,-5.7096,0.052835
3.228,-5.6893,0.053499
3.2843,-5.6684,0.054177
3.3405,-5.6469,0.054868
3.3964,-5.6248,0.055573
3.4521,-5.6021,0.056293
3.5075,-5.5787,0.057028
3.5628,-5.5548,0.057777
3.6177,-5.5303,0.058543
3.6724,-5.5052,0.059324
3.7269,-5.4795,0.060121
3.7811,-5.4532,0.060934
3.835,-5.4263,0.061765
3.8887,-5.3988,0.062613
3.942,-5.3707,0.063479
3.9951,-5.342,0.064363
4.0479,-5.3127,0.065266
4.1004,-5.2829,0.066188
4.1525,-5.2524,0.067129
4.2044,-5.2214,0.06809
4.2559,-5.1898,0.069072
4.3071,-5.1576,0.070074
4.358,-5.1249,0.071098
4.4085,-5.0915,0.072144
4.4587,-5.0576,0.073212
4.5086,-5.0232,0.074304
4.5581,-4.9881,0.075418
4.6072,-4.9525,0.076557
4.6559,-4.9164,0.07772
4.7043,-4.8796,0.078909
4.7523,-4.8423,0.080123
4.8,-4.8045,0.081364
4.8472,-4.7661,0.082632
4.894,-4.7272,0.083927
4.9405,-4.6877,0.085251
4.9865,-4.6477,0.086603
5.0321,-4.6071,0.087985
5.0773,-4.566,0.089397
5.122,-4.5243,0.090841
5.1664,-4.4822,0.092316
5.2103,-4.4395,0.093823
5.2537,-4.3963,0.095364
5.2967,-4.3525,0.096938
5.3393,-4.3082,0.098547
5.3814,-4.2635,0.10019
5.423,-4.2182,0.10187
5.4642,-4.1724,0.10359
5.5049,-4.1261,0.10535
5.5451,-4.0793,0.10714
5.5848,-4.032,0.10897
5.624,-3.9842,0.11085
5.6628,-3.9359,0.11276
5.701,-3.8872,0.11472
5.7387,-3.838,0.11672
5.7759,-3.7882,0.11877
5.8126,-3.7381,0.12086
5.8488,-3.6874,0.123
5.8845,-3.6363,0.12518
5.9196,-3.5847,0.12741
5.9541,-3.5327,0.12969
5.9882,-3.4802,0.13202
6.0217,-3.4273,0.1344
6.0546,-3.3739,0.13683
6.087,-3.3201,0.13932
6.1188,-3.2659,0.14186
6.15,-3.2113,0.14445
6.1807,-3.1562,0.1471
6.2108,-3.1007,0.14981
6.2403,-3.0448,0.15257
6.2692,-2.9885,0.1554
6.2975,-2.9318,0.15828
6.3253,-2.8746,0.16123
6.3524,-2.8171,0.16423
6.3789,-2.7592,0.16731
6.4048,-2.701,0.17044
6.4301,-2.6423,0.17364
6.4548,-2.5833,0.17691
6.4789,-2.5239,0.18025
6.5023,-2.4642,0.18365
6.5251,-2.4041,0.18712
6.5473,-2.3437,0.19067
6.5688,-2.2829,0.19428
6.5897,-2.2217,0.19797
6.61,-2.1603,0.20173
6.6295,-2.0985,0.20557
6.6485,-2.0364,0.20948
6.6667,-1.974,0.21347
6.6843,-1.9113,0.21753
6.7013,-1.8483,0.22167
6.7176,-1.7849,0.22589
6.7331,-1.7213,0.23019
6.7481,-1.6574,0.23457
6.7623,-1.5933,0.23903
6.7758,-1.5288,0.24357
6.7887,-1.4641,0.24819
6.8008,-1.3992,0.25289
6.8123,-1.334,0.25767
6.8231,-1.2685,0.26254
6.8331,-1.2028,0.26749
6.8425,-1.1369,0.27252
6.8511,-1.0708,0.27763
6.8591,-1.0044,0.28283
6.8663,-0.9378,0.2881
6.8728,-0.87101,0.29346
6.8785,-0.80403,0.29891
6.8836,-0.73685,0.30443
6.8879,-0.66949,0.31003
6.8915,-0.60195,0.31571
6.8944,-0.53424,0.32148
6.8965,-0.46636,0.32732
6.8979,-0.39833,0.33323
6.8985,-0.33015,0.33922
6.8985,-0.26182,0.34529
6.8976,-0.19336,0.35143
6.896,-0.12477,0.35764
6.8937,-0.056061,0.36391
6.8906,0.012764,0.37026
6.8868,0.081696,0.37667
6.8822,0.15073,0.38314
6.8769,0.21985,0.38967
6.8708,0.28906,0.39625
6.8639,0.35835,0.40289
6.8563,0.4277,0.40958
6.8479,0.49712,0.41632
6.8388,0.56659,0.4231
6.8289,0.63612,0.42991
6.8183,0.70568,0.43677
6.8068,0.77527,0.44365
6.7946,0.84489,0.45056
6.7817,0.91453,0.45749
6.768,0.98417,0.46444
6.7535,1.0538,0.4714
6.7382,1.1235,0.47837
6.7222,1.1931,0.48534
6.7054,1.2627,0.4923
6.6879,1.3323,0.49925
6.6696,1.4018,0.50618
6.6505,1.4713,0.51309
6.6306,1.5408,0.51996
6.61,1.6102,0.5268
6.5887,1.6795,0.5336
6.5665,1.7487,0.54034
6.5436,1.8179,0.54702
6.52,1.887,0.55363
6.4956,1.9559,0.56017
6.4704,2.0248,0.56663
6.4445,2.0936,0.573
6.4178,2.1622,0.57926
6.3904,2.2307,0.58542
6.3623,2.2991,0.59146
6.3334,2.3673,0.59738
6.3037,2.4353,0.60316
6.2733,2.5032,0.6088
6.2422,2.571,0.6143
6.2104,2.6386,0.61963
6.1778,2.7059,0.62479
6.1445,2.7731,0.62977
6.1104,2.8401,0.63457
6.0757,2.9069,0.63918
6.0402,2.9735,0.64358
6.0041,3.0398,0.64777
5.9672,3.1059,0.65174
5.9296,3.1718,0.65548
5.8913,3.2375,0.65898
5.8524,3.3029,0.66224
5.8127,3.368,0.66525
5.7724,3.4328,0.668
5.7314,3.4974,0.67049
5.6897,3.5617,0.6727
5.6474,3.6258,0.67463
5.6043,3.6895,0.67627
5.5607,3.7529,0.67763
5.5164,3.816,0.67868
5.4714,3.8788,0.67944
5.4259,3.9413,0.67988
5.3796,4.0034,0.68002
5.3328,4.0652,0.67984
5.2854,4.1267,0.67934
5.2373,4.1878,0.67853
5.1886,4.2485,0.67739
5.1394,4.3089,0.67592
5.0895,4.3689,0.67413
5.0391,4.4286,0.67202
4.9881,4.4878,0.66958
4.9365,4.5467,0.66681
4.8844,4.6051,0.66372
4.8317,4.6632,0.66031
4.7785,4.7208,0.65657
4.7247,4.7781,0.65252
4.6704,4.8349,0.64816
4.6155,4.8912,0.64348
4.5602,4.9472,0.63851
4.5043,5.0027,0.63323
4.448,5.0577,0.62766
4.3911,5.1123,0.6218
4.3338,5.1665,0.61566
4.276,5.2201,0.60925
4.2177,5.2733,0.60257
4.1589,5.326,0.59564
4.0997,5.3783,0.58846
4.04,5.43,0.58104
3.9799,5.4813,0.5734
3.9194,5.5321,0.56554
3.8584,5.5823,0.55747
3.797,5.6321,0.5492
3.7352,5.6813,0.54075
3.673,5.73,0.53212
3.6103,5.7782,0.52334
3.5473,5.8259,0.5144
3.4839,5.873,0.50533
3.4201,5.9196,0.49613
3.356,5.9656,0.48682
3.2915,6.0111,0.47741
3.2266,6.056,0.46791
3.1613,6.1004,0.45834
3.0957,6.1442,0.4487
3.0298,6.1875,0.43902
2.9636,6.2302,0.42929
2.897,6.2723,0.41955
2.83,6.3138,0.40979
2.7628,6.3547,0.40002
2.6953,6.395,0.39028
2.6274,6.4348,0.38055
2.5593,6.4739,0.37086
2.4908,6.5125,0.36121
2.4221,6.5504,0.35162
2.353,6.5877,0.34209
2.2837,6.6244,0.33264
2.2142,6.6605,0.32328
2.1443,6.696,0.31401
2.0742,6.7308,0.30484
2.0039,6.765,0.29579
1.9333,6.7986,0.28686
1.8624,6.8315,0.27805
1.7913,6.8638,0.26938
1.72,6.8954,0.26085
1.6484,6.9264,0.25247
1.5766,6.9568,0.24424
1.5046,6.9864,0.23617
1.4324,7.0155,0.22826
1.36,7.0438,0.22052
1.2873,7.0715,0.21295
1.2145,7.0985,0.20555
1.1414,7.1249,0.19833
1.0682,7.1505,0.19129
0.99479,7.1755,0.18443
0.92119,7.1998,0.17775
0.84742,7.2234,0.17126
0.77347,7.2463,0.16495
0.69936,7.2686,0.15882
0.62508,7.2901,0.15288
0.55065,7.3109,0.14712
0.47607,7.3311,0.14155
0.40135,7.3505,0.13615
0.32648,7.3692,0.13094
0.25148,7.3872,0.1259
0.17635,7.4045,0.12104
0.10109,7.4211,0.11636
0.025717,7.4369,0.11184
-0.04977,7.452,0.1075
-0.12537,7.4665,0.10331
-0.20106,7.4801,0.099296
-0.27686,7.4931,0.095437
-0.35274,7.5053,0.091732
-0.42871,7.5168,0.08818
-0.50476,7.5275,0.084776
-0.58089,7.5375,0.081516
-0.65708,7.5468,0.078396
-0.73333,7.5553,0.075412
-0.80964,7.5631,0.072561
-0.88599,7.5701,0.069837
-0.96239,7.5764,0.067238
-1.0388,7.5819,0.064758
-1.1153,7.5867,0.062394
-1.1918,7.5907,0.060142
-1.2683,7.594,0.057997
-1.3448,7.5965,0.055956
-1.4213,7.5983,0.054014
-1.4979,7.5992,0.052167
-1.5744,7.5995,0.050412
-1.6509,7.5989,0.048745
-1.7274,7.5976,0.047162
-1.8038,7.5955,0.045659
-1.8802,7.5927,0.044233
-1.9566,7.5891,0.04288
-2.0329,7.5847,0.041597
-2.1092,7.5795,0.04038
-2.1854,7.5736,0.039227
-2.2615,7.5669,0.038134
-2.3375,7.5594,0.037098
-2.4135,7.5511,0.036116
-2.4894,7.5421,0.035186
-2.5652,7.5323,0.034304
-2.6408,7.5217,0.033469
-2.7164,7.5103,0.032677
-2.7918,7.4982,0.031927
-2.8671,7.4853,0.031216
-2.9423,7.4716,0.030542
-3.0173,7.4571,0.029902
-3.0922,7.4418,0.029295
-3.1669,7.4258,0.02872
-3.2414,7.409,0.028173
-3.3158,7.3914,0.027654
-3.39,7.373,0.027161
-3.464,7.3539,0.026692
-3.5378,7.3339,0.026246
-3.6114,7.3132,0.025821
-3.6848,7.2917,0.025417
-3.7579,7.2695,0.025032
-3.8309,7.2464,0.024664
-3.9036,7.2226,0.024313
-3.9761,7.198,0.023979
-4.0483,7.1727,0.023658
-4.1203,7.1465,0.023352
-4.192,7.1196,0.023059
-4.2634,7.0919,0.022778
-4.3345,7.0635,0.022508
-4.4054,7.0343,0.02225
-4.4759,7.0043,0.022001
-4.5462,6.9735,0.021763
-4.6162,6.942,0.021533
-4.6858,6.9097,0.021311
-4.7551,6.8767,0.021098
-4.8241,6.8429,0.020892
-4.8927,6.8083,0.020693
-4.961,6.773,0.020501
-5.029,6.737,0.020316
-5.0965,6.7001,0.020136
-5.1637,6.6626,0.019962
-5.2306,6.6243,0.019793
-5.297,6.5852,0.01963
-5.363,6.5454,0.019471
-5.4287,6.5049,0.019317
-5.4939,6.4636,0.019167
-5.5588,6.4216,0.019022
-5.6232,6.3788,0.01888
-5.6871,6.3354,0.018742
-5.7507,6.2912,0.018608
-5.8138,6.2462,0.018477
-5.8764,6.2006,0.01835
-5.9386,6.1542,0.018226
-6.0003,6.1072,0.018104
-6.0616,6.0594,0.017986
-6.1224,6.0109,0.017871
-6.1827,5.9617,0.017758
-6.2425,5.9118,0.017648
-6.3017,5.8612,0.01754
-6.3605,5.8099,0.017435
-6.4188,5.7579,0.017332
-6.4766,5.7052,0.017232
-6.5338,5.6519,0.017134
-6.5905,5.5978,0.017038
-6.6466,5.5431,0.016944
-6.7022,5.4877,0.016852
-6.7573,5.4317,0.016762
-6.8118,5.375,0.016674
-6.8657,5.3176,0.016587
-6.919,5.2596,0.016503
-6.9718,5.2009,0.016421
-7.0239,5.1416,0.01634
-7.0755,5.0816,0.016261
-7.1265,5.021,0.016183
-7.1769,4.9598,0.016108
-7.2266,4.898,0.016033
-7.2758,4.8355,0.015961
-7.3243,4.7724,0.01589
-7.3722,4.7087,0.01582
-7.4194,4.6444,0.015752
-7.466,4.5795,0.015686
-7.512,4.514,0.01562
-7.5573,4.4479,0.015557
-7.6019,4.3812,0.015494
-7.6459,4.314,0.015433
-7.6892,4.2462,0.015374
-7.7318,4.1778,0.015315
-7.7737,4.1088,0.015258
-7.8149,4.0393,0.015202
-7.8555,3.9692,0.015148
-7.8953,3.8986,0.015094
-7.9345,3.8274,0.015042
-7.9729,3.7557,0.014991
-8.0106,3.6835,0.014942
-8.0476,3.6108,0.014893
-8.0838,3.5375,0.014846
-8.1194,3.4638,0.014799
-8.1542,3.3895,0.014754
-8.1882,3.3147,0.01471
-8.2215,3.2395,0.014667
-8.254,3.1637,0.014625
-8.2858,3.0875,0.014584
-8.3168,3.0109,0.014545
-8.3471,2.9337,0.014506
-8.3766,2.8561,0.014468
-8.4053,2.778,0.014432
-8.4332,2.6996,0.014396
-8.4603,2.6206,0.014361
-8.4867,2.5413,0.014328
-8.5123,2.4615,0.014295
-8.537,2.3813,0.014263
-8.561,2.3007,0.014233
-8.5841,2.2197,0.014203
-8.6065,2.1383,0.014174
-8.628,2.0565,0.014146
-8.6487,1.9743,0.01412
-8.6686,1.8918,0.014094
-8.6876,1.8089,0.014069
-8.7059,1.7256,0.014044
-8.7233,1.642,0.014021
-8.7398,1.558,0.013999
-8.7555,1.4738,0.013977
-8.7704,1.3892,0.013957
-8.7844,1.3042,0.013937
-8.7976,1.219,0.013919
-8.81,1.1335,0.013901
-8.8214,1.0476,0.013884
-8.832,0.9615,0.013868
-8.8418,0.87511,0.013852
-8.8507,0.78844,0.013838
-8.8587,0.70151,0.013824
-8.8659,0.61432,0.013812
-8.8721,0.52689,0.0138
-8.8775,0.43923,0.013789
-8.8821,0.35133,0.013779
-8.8857,0.26321,0.01377
-8.8885,0.17488,0.013761
-8.8904,0.086346,0.013754
-8.8914,-0.0023853,0.013747
-8.8915,-0.091304,0.013741
-8.8907,-0.1804,0.013736
-8.8891,-0.26967,0.013732
-8.8865,-0.3591,0.013729
-8.883,-0.44868,0.013726
-8.8787,-0.53841,0.013724
-8.8734,-0.62827,0.013724
-8.8673,-0.71827,0.013724
-8.8603,-0.80837,0.013724
-8.8523,-0.89859,0.013726
-8.8435,-0.98891,0.013729
-8.8337,-1.0793,0.013732
-8.8231,-1.1698,0.013736
-8.8115,-1.2604,0.013741
-8.799,-1.351,0.013747
-8.7857,-1.4417,0.013754
-8.7714,-1.5325,0.013762
-8.7562,-1.6232,0.01377
-8.7401,-1.714,0.01378
-8.7231,-1.8049,0.01379
-8.7052,-1.8957,0.013801
-8.6864,-1.9866,0.013813
-8.6666,-2.0774,0.013826
-8.646,-2.1682,0.013839
-8.6245,-2.259,0.013854
-8.602,-2.3498,0.013869
-8.5786,-2.4405,0.013886
-8.5544,-2.5312,0.013903
-8.5292,-2.6218,0.013921
-8.5031,-2.7123,0.01394
-8.4761,-2.8028,0.01396
-8.4483,-2.8931,0.013981
-8.4195,-2.9834,0.014003
-8.3898,-3.0736,0.014026
-8.3592,-3.1636,0.01405
-8.3277,-3.2535,0.014075
-8.2953,-3.3433,0.0141
-8.262,-3.4329,0.014127
-8.2278,-3.5224,0.014154
-8.1927,-3.6118,0.014183
-8.1567,-3.7009,0.014213
-8.1199,-3.7899,0.014243
-8.0821,-3.8787,0.014275
-8.0435,-3.9672,0.014307
-8.0039,-4.0556,0.014341
-7.9635,-4.1438,0.014376
-7.9222,-4.2317,0.014412
-7.8801,-4.3194,0.014448
-7.837,-4.4068,0.014486
-7.7931,-4.494,0.014525
-7.7483,-4.5809,0.014565
-7.7026,-4.6675,0.014607
-7.6561,-4.7539,0.014649
-7.6087,-4.84,0.014692
-7.5605,-4.9257,0.014737
-7.5114,-5.0112,0.014783
-7.4614,-5.0963,0.01483
-7.4106,-5.1811,0.014878
-7.3589,-5.2656,0.014927
-7.3064,-5.3497,0.014978
-7.2531,-5.4335,0.01503
-7.1989,-5.5169,0.015083
-7.1439,-5.5999,0.015138
-7.088,-5.6826,0.015193
-7.0313,-5.7648,0.01525
-6.9738,-5.8466,0.015309
-6.9155,-5.9281,0.015369
-6.8564,-6.0091,0.01543
-6.7965,-6.0897,0.015492
-6.7357,-6.1698,0.015556
-6.6742,-6.2495,0.015622
-6.6118,-6.3287,0.015689
-6.5487,-6.4075,0.015757
-6.4848,-6.4858,0.015827
-6.4201,-6.5636,0.015899
-6.3546,-6.641,0.015972
-6.2884,-6.7178,0.016046
-6.2213,-6.7941,0.016123
-6.1536,-6.8699,0.016201
-6.085,-6.9452,0.01628
-6.0157,-7.0199,0.016362
-5.9457,-7.0941,0.016445
-5.8749,-7.1678,0.01653
-5.8034,-7.2409,0.016616
-5.7312,-7.3134,0.016705
-5.6582,-7.3853,0.016795
-5.5845,-7.4567,0.016888
-5.5101,-7.5274,0.016982
-5.435,-7.5976,0.017078
-5.3592,-7.6671,0.017177
-5.2827,-7.7361,0.017277
-5.2055,-7.8044,0.01738
-5.1277,-7.872,0.017484
-5.0491,-7.939,0.017591
-4.9699,-8.0054,0.0177
-4.89,-8.0711,0.017812
-4.8095,-8.1362,0.017925
-4.7283,-8.2005,0.018041
-4.6465,-8.2642,0.01816
-4.564,-8.3272,0.018281
-4.4809,-8.3895,0.018405
-4.3972,-8.4511,0.018531
-4.3129,-8.512,0.01866
-4.228,-8.5721,0.018791
-4.1424,-8.6315,0.018926
-4.0563,-8.6902,0.019063
-3.9696,-8.7482,0.019203
-3.8823,-8.8054,0.019346
-3.7944,-8.8618,0.019493
-3.706,-8.9175,0.019642
-3.617,-8.9724,0.019794
-3.5275,-9.0265,0.01995
-3.4374,-9.0798,0.020109
-3.3468,-9.1323,0.020272
-3.2557,-9.1841,0.020438
-3.1641,-9.235,0.020607
-3.0719,-9.2851,0.020781
-2.9793,-9.3344,0.020958
-2.8862,-9.3829,0.021139
-2.7926,-9.4305,0.021324
-2.6985,-9.4773,0.021513
-2.6039,-9.5232,0.021706
-2.5089,-9.5683,0.021904
-2.4134,-9.6125,0.022106
-2.3175,-9.6559,0.022312
-2.2212,-9.6984,0.022523
-2.1244,-9.74,0.022739
-2.0273,-9.7807,0.02296
-1.9297,-9.8205,0.023186
-1.8317,-9.8595,0.023417
-1.7333,-9.8975,0.023653
-1.6346,-9.9346,0.023895
-1.5355,-9.9709,0.024142
-1.436,-10.006,0.024395
-1.3362,-10.041,0.024655
-1.2361,-10.074,0.02492
-1.1356,-10.106,0.025191
-1.0347,-10.138,0.025469
-0.93362,-10.169,0.025754
-0.83219,-10.198,0.026046
-0.73047,-10.227,0.026344
-0.62846,-10.255,0.02665
-0.52618,-10.282,0.026964
-0.42363,-10.307,0.027285
-0.32083,-10.332,0.027614
-0.21779,-10.356,0.027951
-0.1145,-10.379,0.028297
-0.010995,-10.401,0.028652
0.092728,-10.422,0.029016
0.19666,-10.442,0.029389
0.30078,-10.461,0.029771
0.40509,-10.479,0.030164
0.50957,-10.496,0.030567
0.61422,-10.511,0.03098
0.71903,-10.526,0.031405
0.82398,-10.54,0.03184
0.92906,-10.553,0.032288
1.0343,-10.565,0.032747
1.1396,-10.576,0.03322
1.245,-10.585,0.033705
1.3505,-10.594,0.034203
1.4561,-10.602,0.034715
1.5618,-10.608,0.035242
1.6675,-10.614,0.035784
1.7733,-10.619,0.036341
1.8791,-10.622,0.036914
1.985,-10.625,0.037503
2.0909,-10.626,0.03811
2.1967,-10.626,0.038735
2.3026,-10.626,0.039378
2.4085,-10.624,0.04004
2.5143,-10.621,0.040722
2.6201,-10.617,0.041425
2.7259,-10.612,0.042149
2.8316,-10.606,0.042895
2.9372,-10.599,0.043665
3.0427,-10.591,0.044458
